,companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary_raw,companyHQ,company_founded,company_industry,company_revenue,company_size,company_type,company_sector,requested_url,search_state,company_salary,job_seniority,job_title
3623,University of Tennessee,4.2,Data Engineer (Hybrid)- Enterprise Applications & Data Services,TN,$69K - $100K (Glassdoor est.),"Knoxville, TN",1794.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6084d9b&cb=1677412918369&jobListingId=1008464876366&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-6532165f12c152aa-,TN,84.5,no prefix,data_engineer
3624,Critical Mass,3.7,Senior Marketing Science Analyst,TN,$60K - $88K (Glassdoor est.),"Calgary, Canada",1996.0,Advertising & Public Relations,$100 to $500 million (USD),501 to 1000 Employees,Company - Public,Media & Communication,https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_1aadd3d0&cb=1677412918370&jobListingId=1008263301686&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-134c62ec38b05d46-,TN,74.0,senior,other title
3625,S&P Global,4.1,"Senior Software Engineer, Data Engineering",TN,Employer est.:$68K - $140K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbcecf6b&cb=1677412918371&jobListingId=1007899171902&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-e475e38c16a7f99f-,TN,104.0,senior,software_engineer
3626,Oak Ridge National Laboratory,3.6,Data Scientist - Computational Systems Biology,TN,$80K - $122K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_9716aff3&cb=1677412918369&jobListingId=1008485386084&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-07f68f8293ac72cb-,TN,101.0,no prefix,data_science
3627,Slalom Consulting,4.5,Cloud Data Engineer,TN,$86K - $121K (Glassdoor est.),"Seattle, WA",2001.0,Business Consulting,$1 to $5 billion (USD),10000+ Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_50183fd6&cb=1677412918370&jobListingId=1008474208516&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-2c3fcda9a80954c0-,TN,103.5,no prefix,data_engineer
3628,UBS,3.9,Tech Support Analyst,TN,$46K - $68K (Glassdoor est.),"ZÃÂÃÂ¼rich, Switzerland",1862.0,Investment & Asset Management,$10+ billion (USD),10000+ Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e847624&cb=1677412918371&jobListingId=1008063127875&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-421ebc513bc18a9d-,TN,57.0,no prefix,other title
3629,Orion Federal Credit Union,3.5,Lead Data Engineer - Information Systems,TN,$78K - $113K (Glassdoor est.),"Memphis, TN",,Banking & Lending,$5 to $25 million (USD),201 to 500 Employees,Unknown,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_56ebf502&cb=1677412918370&jobListingId=1007998165237&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-4ce01a55c606d217-,TN,95.5,senior,data_engineer
3630,Deloitte,4.1,People Analytics Lead,TN,$86K - $129K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_aae0be1a&cb=1677412918369&jobListingId=1008421700512&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-654acea034dd8e61-,TN,107.5,senior,other title
3631,Oak Ridge National Laboratory,3.6,"Scientific Group Leader, Multimodal Data Analytics",TN,$63K - $95K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_48250872&cb=1677412918371&jobListingId=1008468648979&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-79814a92a3454292-,TN,79.0,senior,data_analytics
3632,Oak Ridge National Laboratory,3.6,Machine Learning Data Engineer,TN,$87K - $125K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_c8eee076&cb=1677412918371&jobListingId=1008460418585&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-0a9e1afae68cbe82-,TN,106.0,no prefix,machine_learning_engineer
3633,Oak Ridge National Laboratory,3.6,Sr. Data Analyst,TN,$57K - $81K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_3aed083c&cb=1677412918370&jobListingId=1008447545440&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-a88f7631c383cce3-,TN,69.0,senior,data_analytics
3634,Community Health Systems,3.4,Clinical Data Engineer,TN,$73K - $107K (Glassdoor est.),"Franklin, TN",1985.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_c28dc086&cb=1677412918371&jobListingId=1008215841102&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-48ded615656a5a31-,TN,90.0,no prefix,data_engineer
3635,ABS Consulting,3.7,Data Analyst / Data Scientist,TN,$76K - $110K (Glassdoor est.),"Spring, TX",1862.0,Architectural & Engineering Services,$1 to $5 billion (USD),1001 to 5000 Employees,Self-employed,"Construction, Repair & Maintenance Services",https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_47d5cc4b&cb=1677412918371&jobListingId=1008346627528&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-d97e90731dd110d3-,TN,93.0,no prefix,data_analytics
3636,Oak Ridge National Laboratory,3.6,Health Data Engineer,TN,$77K - $114K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_d9b3206e&cb=1677413421128&jobListingId=1008464780398&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-3e9d08afd043381e-,TN,95.5,no prefix,data_engineer
3637,Educational Media Foundation - K-LOVE & Air1,4.2,Research Analyst,TN,$43K - $67K (Glassdoor est.),"Rocklin, CA",1981.0,Broadcast Media,$100 to $500 million (USD),501 to 1000 Employees,Nonprofit Organization,Media & Communication,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c6da668&cb=1677413421128&jobListingId=1008472114520&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-b3154ee149c88824-,TN,55.0,no prefix,other title
3638,Change Healthcare,3.5,"Director, AI Engineering (Artificial Intelligence)",TN,Employer est.:$123K - $329K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_baca1adb&cb=1677413421129&jobListingId=1008461126858&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-b81925dd8c287a92-,TN,226.0,senior,machine_learning_engineer
3639,Ardent Health Services,4.0,Business Intelligence Analyst,TN,$64K - $96K (Glassdoor est.),"Nashville, TN",1993.0,Health Care Services & Hospitals,$500 million to $1 billion (USD),10000+ Employees,Company - Private,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c938cc4c&cb=1677413421128&jobListingId=1008478099213&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-59d3e1956a6f890a-,TN,80.0,no prefix,business_analytics
3640,"MAPCO Express, Inc.",2.6,Retail Workforce Analyst,TN,$41K - $60K (Glassdoor est.),"Franklin, TN",2001.0,Convenience Stores,$25 to $100 million (USD),1001 to 5000 Employees,Subsidiary or Business Segment,Retail & Wholesale,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_385c665a&cb=1677413421129&jobListingId=1008437641358&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-a5657a7392fff9c8-,TN,50.5,no prefix,other title
3641,S&P Global,4.1,"Lead Software Engineer, Data Engineering",TN,Employer est.:$85K - $170K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_255b57ed&cb=1677413421129&jobListingId=1008263398214&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-456aa6059f88c8c3-,TN,127.5,senior,software_engineer
3642,S&P Global,4.1,Sr. Quality Engineer,TN,Employer est.:$68K - $105K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_29f1ccab&cb=1677413421128&jobListingId=1008313841867&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-599fc1cccdc70653-,TN,86.5,senior,other title
3643,Dollar General,2.8,DECISION SCIENCE ANALYST SR.,TN,$75K - $106K (Glassdoor est.),"Goodlettsville, TN",1939.0,Other Retail Stores,$10+ billion (USD),10000+ Employees,Company - Public,Retail & Wholesale,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0d62017&cb=1677413421129&jobListingId=1008354737589&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-6edbf320b2a8b584-,TN,90.5,senior,other title
3644,Oak Ridge National Laboratory,3.6,Postdoctoral Research Associate - Biomedical Natural Language Processing and Deep Learning,TN,$42K - $61K (Glassdoor est.),"Oak Ridge, TN",1943.0,National Agencies,Unknown / Non-Applicable,5001 to 10000 Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ace0ead&cb=1677413421128&jobListingId=1008489611182&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-05322307424528ca-,TN,51.5,no prefix,machine_learning_engineer
3645,St. Jude Children's Research Hospital,4.6,Staff Software Engineer,TN,$92K - $123K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a85eae78&cb=1677413421128&jobListingId=1008492887993&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-dceea09ad85b945e-,TN,107.5,senior,software_engineer
3646,Deloitte,4.1,AI/ML Data Engineering Manager - SFL Scientific,TN,$100K - $146K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_d76dc7d0&cb=1677413421127&jobListingId=1008390236050&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-cc306b2cb6bae50c-,TN,123.0,senior,machine_learning_engineer
3647,Kuehne+Nagel,3.8,Business Intelligence and Data Science Developer,TN,$69K - $97K (Glassdoor est.),"Feusisberg, Switzerland",1890.0,Marine Transportation,$5 to $25 million (USD),10000+ Employees,Company - Public,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a1a22451&cb=1677413421129&jobListingId=1008395393983&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-c171e8686db931ec-,TN,83.0,no prefix,business_analytics
3648,University of Tennessee Health Science Center,4.2,Data Engineer (Hybrid)- Enterprise Applications & Data Services,TN,$66K - $96K (Glassdoor est.),"Knoxville, TN",,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_f6b05794&cb=1677413421127&jobListingId=1008464601506&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-b073119d4eabb58f-,TN,81.0,no prefix,data_engineer
3649,UnitedHealthcare,3.6,Revenue Cycle Applications Manager (Cerner) - Remote,TN,Employer est.:$101K - $184K ,"Minnetonka, MN",1977.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_687471c6&cb=1677413421127&jobListingId=1008455881640&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-3be7db3df82e8425-,TN,142.5,senior,other title
3650,Direct Connection Inc in Memphis,,Director Business Intelligence,TN,$101K - $152K (Glassdoor est.),"Memphis, TN",2017.0,Taxi & Car Services,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_5cd8c40f&cb=1677413421129&jobListingId=1008148994037&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-f284128597b8ad37-,TN,126.5,senior,business_analytics
3651,CGS Administrators,3.9,Statistical Programming Analyst IV - CGS (REMOTE)),TN,$52K - $81K (Glassdoor est.),"Nashville, TN",,Insurance Carriers,$100 to $500 million (USD),501 to 1000 Employees,Subsidiary or Business Segment,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_5f055763&cb=1677413421129&jobListingId=1008424596987&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-64849e2ea6f54bab-,TN,66.5,no prefix,other title
3652,UnitedHealthcare,3.6,Cerner Clinical Applications Manager - Remote,TN,Employer est.:$101K - $184K ,"Minnetonka, MN",1977.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_dd5daa63&cb=1677413421127&jobListingId=1008460165328&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-163d43dae805e47d-,TN,142.5,senior,other title
3653,Ramsey Solutions,4.1,"Lead Senior Data Analyst, Ramsey Education",TN,$50K - $76K (Glassdoor est.),"Franklin, TN",1991.0,Publishing,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Media & Communication,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_fcf2d0a2&cb=1677413421128&jobListingId=1008433380446&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-c703cc464a2386ed-,TN,63.0,senior,data_analytics
3654,Meharry Medical College,3.7,Clinical Informatics Analyst,TN,$59K - $87K (Glassdoor est.),"Nashville, TN",,Colleges & Universities,$100 to $500 million (USD),501 to 1000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd15b2e7&cb=1677413421128&jobListingId=1008477912930&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-598d0f9802c879a4-,TN,73.0,no prefix,other title
3655,St. Jude Children's Research Hospital,4.6,Senior Software Engineer,TN,$90K - $119K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_547400ed&cb=1677413421129&jobListingId=1008492888004&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-83bd545e8d0876c0-,TN,104.5,senior,software_engineer
3656,Recruiting From Scratch,3.9,NLP Engineer,TN,Employer est.:$190K - $230K ,"New York, NY",2019.0,Staffing & Subcontracting,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Human Resources & Staffing,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a45930c0&cb=1677413421127&jobListingId=1008352619617&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-858c133990ca6185-,TN,210.0,no prefix,other title
3657,Axient,3.5,Data Solutions Architect,TN,$88K - $124K (Glassdoor est.),"Huntsville, AL",,,Unknown / Non-Applicable,1001 to 5000 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=000001868da18f2887b10124e350acc5&src=GD_JOB_AD&t=SR&vt=w&cs=1_bab99fd9&cb=1677413421127&jobListingId=1008222587996&jrtk=3-0-1gq6q33qrjii0801-1gq6q33rbkbml800-a8028f17ccbf95f4-,TN,106.0,no prefix,other title
3658,Recruiting From Scratch,3.9,Senior / Staff NLP Engineer (Speech to Text Startup),TN,Employer est.:$190K - $230K ,"New York, NY",2019.0,Staffing & Subcontracting,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Human Resources & Staffing,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_250f39f8&cb=1677413959928&jobListingId=1008081637299&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-065f0f4d84b8e93c-,TN,210.0,senior,other title
3659,"MAPCO Express, Inc.",2.6,Fuel Pricing Analyst,TN,$46K - $65K (Glassdoor est.),"Franklin, TN",2001.0,Convenience Stores,$25 to $100 million (USD),1001 to 5000 Employees,Subsidiary or Business Segment,Retail & Wholesale,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_77c83e76&cb=1677413959928&jobListingId=1008478001960&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-bae3034af31408d7-,TN,55.5,no prefix,other title
3660,St. Jude Children's Research Hospital,4.6,Database Analyst II,TN,$58K - $83K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_13557fcf&cb=1677413959926&jobListingId=1008091238789&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-f01ffda714ab757e-,TN,70.5,no prefix,other title
3661,St. Jude Children's Research Hospital,4.6,Director - Global Technology,TN,$123K - $198K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_7f1ec8f0&cb=1677413959927&jobListingId=1008397578433&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-15f6b807ff2c7a11-,TN,160.5,senior,other title
3662,Deloitte,4.1,"Audit & Assurance Manager - Analytics, AI/Algorithm",TN,$91K - $133K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4d39e18&cb=1677413959929&jobListingId=1008492533197&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-c14017eb5c3370cb-,TN,112.0,senior,other title
3663,EPB,2.7,Salesforce Business Analyst,TN,Employer est.:$89K ,"Houston, TX",,Energy & Utilities,$1 to $5 billion (USD),1 to 50 Employees,Company - Public,"Energy, Mining & Utilities",https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1136043&s=58&guid=000001868da9c7e0b52a2c102ae8bf8d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a191b2f&cb=1677413959928&jobListingId=1008402843724&jrtk=3-0-1gq6qji04k6dg801-1gq6qji0k24ub000-ccede934b45c2c34-,TN,89.0,no prefix,business_analytics
